gene_id	lsv_id	lsv_type	mean_psi_per_lsv_junction	stdev_psi_per_lsv_junction	num_junctions	num_exons	junctions_coords	ir_coords
AT1G14400.Araport11.447	AT1G14400.Araport11.447:s:4928450-na	s|1e1.1o2|1e1.2o2	0.9838;0.0162	0.0080;0.0080	2	2	4928148-4928450;4928144-4928450	
AT3G05160.Araport11.447	AT3G05160.Araport11.447:s:1455330-1455405	s|1e1.1o2|1e1.2o2|1e2.1o1	0.1240;0.7257;0.1581	0.0718;0.0970;0.0737	3	3	1455223-1455330;1455183-1455330;1455012-1455330	
AT3G05160.Araport11.447	AT3G05160.Araport11.447:t:1454920-1455012	t|1e1.1o1|1e2.1o1	0.1143;0.8857	0.0586;0.0586	2	3	1455012-1455330;1455012-1455119	
AT5G45500.Araport11.447	AT5G45500.Araport11.447:s:18435373-na	s|1e1.1o1|1e2.1o1	0.3213;0.6787	0.0686;0.0686	2	3	18434995-18435373;18434986-18435373	
AT1G01560.Araport11.447	AT1G01560.Araport11.447:s:na-202508	s|1e1.1o2|1e1.2o2	0.0116;0.9884	0.0043;0.0043	2	2	202508-202720;202508-202782	
AT1G01640.Araport11.447	AT1G01640.Araport11.447:s:232398-na	s|1e1.1o2|1e1.2o2	0.9023;0.0977	0.0441;0.0441	2	2	231928-232398;231908-232398	
AT5G19030.Araport11.447	AT5G19030.Araport11.447:s:6358681-6358749	s|1e1.1o2|1e1.2o2	0.1468;0.8532	0.0512;0.0512	2	2	6357896-6358681;6357877-6358681	
AT4G16130.Araport11.447	AT4G16130.Araport11.447:s:9126289-9126365	s|1e1.1o2|1e1.2o2	0.0877;0.9123	0.0467;0.0467	2	2	9126365-9126514;9126365-9126527	
AT5G19030.Araport11.447	AT5G19030.Araport11.447:s:6357771-6357896	s|1e1.1o1|1e2.1o1	0.7697;0.2303	0.0898;0.0898	2	3	6357598-6357771;6357584-6357771	
AT3G05165.Araport11.447	AT3G05165.Araport11.447:s:1460237-1460329	s|1e1.1o2|1e1.2o2	0.0297;0.9703	0.0190;0.0190	2	2	1460119-1460237;1460094-1460237	
AT4G34390.Araport11.447	AT4G34390.Araport11.447:s:16442943-16443047	s|1e1.1o2|1e1.2o2	0.9595;0.0405	0.0164;0.0164	2	2	16443047-16443130;16443047-16443133	
AT5G45510.Araport11.447	AT5G45510.Araport11.447:s:na-18444846	s|1e1.1o1|1e2.1o1	0.9798;0.0202	0.0141;0.0141	2	3	18444846-18445187;18444846-18445196	
AT1G01650.Araport11.447	AT1G01650.Araport11.447:s:236865-237023	s|1e1.1o3|1e1.2o3|1e1.3o3	0.9114;0.0593;0.0320	0.0335;0.0266;0.0224	3	2	236784-236865;236777-236865;236743-236865	
AT2G20250.Araport11.447	AT2G20250.Araport11.447:s:8735479-8735565	s|1e1.1o2|1e1.2o2	0.6007;0.3993	0.1599;0.1599	2	2	8735398-8735479;8735385-8735479	
AT5G45510.Araport11.447	AT5G45510.Araport11.447:s:na-18448755	s|1e1.1o1|1e2.1o1	0.2202;0.7798	0.0268;0.0268	2	3	18448755-18448938;18448755-18449021	
AT5G19070.Araport11.447	AT5G19070.Araport11.447:s:6376187-6376241	s|1e1.1o2|1e1.2o2	0.1751;0.8249	0.0530;0.0530	2	2	6376241-6376358;6376241-6376373	
AT1G01650.Araport11.447	AT1G01650.Araport11.447:s:236429-236548	s|1e1.1o2|1e1.2o2	0.8345;0.1655	0.0393;0.0394	2	2	236296-236429;236285-236429	
AT3G53470.Araport11.447	AT3G53470.Araport11.447:s:na-19822942	s|1e1.1o1|1e2.1o1	0.5720;0.4280	0.0622;0.0622	2	3	19822942-19823018;19822942-19823021	
AT3G05210.Araport11.447	AT3G05210.Araport11.447:s:1480254-1480365	s|1e1.1o2|1e1.2o2	0.9368;0.0632	0.0321;0.0321	2	2	1480365-1480452;1480365-1480456	
AT1G17440.Araport11.447	AT1G17440.Araport11.447:s:5986875-na	s|1e1.1o2|1e1.2o2	0.9441;0.0559	0.0328;0.0328	2	2	5986659-5986875;5986650-5986875	
AT5G19130.Araport11.447	AT5G19130.Araport11.447:s:6418388-6418487	s|1e1.1o1|1e2.1o1|2e1.1o1	0.3898;0.1548;0.4342	0.1144;0.0798;0.1081	3	3	6418251-6418392;6418246-6418392;6418251-6418388	
AT3G05210.Araport11.447	AT3G05210.Araport11.447:t:1480254-1480365	t|1e1.1o1|1e2.1o1	0.1182;0.8818	0.0472;0.0472	2	3	1479857-1480254;1479874-1480254	
AT5G45550.Araport11.447	AT5G45550.Araport11.447:s:18463117-18463165	s|1e1.1o1|1e2.1o1	0.9473;0.0527	0.0196;0.0196	2	3	18463165-18463314;18463165-18463607	
AT5G19140.Araport11.447	AT5G19140.Araport11.447:s:6425010-6425250	s|1e1.2o2|2e1.1o2	0.0042;0.9958	0.0000;0.0000	2	2	6425191-6425350;6425250-6425343	
AT1G01650.Araport11.447	AT1G01650.Araport11.447:s:235718-235752	s|1e1.1o2|1e1.2o2	0.9704;0.0296	0.0165;0.0165	2	2	235360-235718;235354-235718	
AT3G05210.Araport11.447	AT3G05210.Araport11.447:s:1480638-1480737	s|1e1.1o2|1e1.2o2	0.9411;0.0589	0.0329;0.0329	2	2	1480737-1480835;1480737-1480839	
AT3G53500.Araport11.447	AT3G53500.Araport11.447:s:19836401-19836514	s|1e1.1o2|1e1.2o2	0.3814;0.6186	0.0605;0.0605	2	2	19836130-19836401;19835912-19836401	
AT3G05210.Araport11.447	AT3G05210.Araport11.447:s:1481363-1481431	s|1e1.1o1|2e1.1o1	0.1333;0.8667	0.0420;0.0420	2	2	1481426-1481509;1481431-1481509	
AT1G01680.Araport11.447	AT1G01680.Araport11.447:s:246949-247078	s|1e1.1o2|2e1.2o2	0.0219;0.9781	0.0141;0.0141	2	2	246885-246963;246853-246949	
AT5G45550.Araport11.447	AT5G45550.Araport11.447:t:18463607-18463700	t|1e1.1o1|1e2.1o1	0.0511;0.9489	0.0175;0.0175	2	3	18463165-18463607;18463422-18463607	
AT4G34430.Araport11.447	AT4G34430.Araport11.447:s:16463379-16463542	s|1e1.1o1|1e2.1o1	0.8434;0.1566	0.0557;0.0557	2	3	16463542-16463652;16463542-16463658	
AT1G01710.Araport11.447	AT1G01710.Araport11.447:s:265336-265437	s|1e1.1o2|1e1.2o2	0.0407;0.9593	0.0244;0.0244	2	2	265437-265521;265437-265578	
AT4G34450.Araport11.447	AT4G34450.Araport11.447:s:16474913-16474963	s|1e1.1o2|1e1.2o2	0.0119;0.9881	0.0052;0.0052	2	2	16474963-16475128;16474963-16475146	
AT3G53500.Araport11.447	AT3G53500.Araport11.447:s:19835370-19835563	s|1e1.1o2|1e1.2o2	0.9820;0.0180	0.0104;0.0104	2	2	19835281-19835370;19835277-19835370	
AT2G36810.Araport11.447	AT2G36810.Araport11.447:s:15437985-15438075	s|1e1.1o2|1e1.2o2	0.6924;0.3076	0.0992;0.0992	2	2	15437871-15437985;15437863-15437985	
AT3G05280.Araport11.447	AT3G05280.Araport11.447:s:1505495-na	s|1e1.1o2|1e1.2o2	0.0624;0.9376	0.0307;0.0307	2	2	1505418-1505495;1505397-1505495	
AT5G19150.Araport11.447	AT5G19150.Araport11.447:s:6425343-6425463	s|1e1.2o2|2e1.1o2	0.0042;0.9958	0.0000;0.0000	2	2	6425191-6425350;6425250-6425343	
AT4G34480.Araport11.447	AT4G34480.Araport11.447:s:16481972-16482304	s|1e1.1o3|1e1.2o3|1e1.3o3	0.0093;0.9729;0.0177	0.0026;0.0137;0.0106	3	2	16481874-16481972;16481850-16481972;16481840-16481972	
AT2G36810.Araport11.447	AT2G36810.Araport11.447:s:15434128-15434187	s|1e1.1o2|1e1.2o2	0.5095;0.4905	0.0950;0.0950	2	2	15434014-15434128;15434008-15434128	
AT3G05345.Araport11.447	AT3G05345.Araport11.447:s:1523370-1523450	s|1e1.1o1|2e1.1o1	0.1028;0.8972	0.0490;0.0490	2	2	1523304-1523379;1523304-1523370	
AT4G37480.Araport11.447	AT4G37480.Araport11.447:s:17620756-17620841	s|1e1.1o2|1e1.2o2	0.1178;0.8822	0.0619;0.0619	2	2	17620841-17621086;17620841-17621122	
AT1G01740.Araport11.447	AT1G01740.Araport11.447:s:274384-na	s|1e1.1o2|1e1.2o2	0.6910;0.3090	0.1530;0.1530	2	2	274289-274384;274249-274384	
AT3G53570.Araport11.447	AT3G53570.Araport11.447:s:19864363-na	s|1e1.1o2|1e1.2o2	0.8389;0.1611	0.0920;0.0920	2	2	19864153-19864363;19864114-19864363	
AT2G36810.Araport11.447	AT2G36810.Araport11.447:s:15428853-15428975	s|1e1.1o2|1e1.2o2	0.9485;0.0515	0.0290;0.0290	2	2	15428760-15428853;15428738-15428853	
AT1G01740.Araport11.447	AT1G01740.Araport11.447:s:274167-274289	s|1e1.1o1|2e1.1o1	0.7188;0.2812	0.1365;0.1365	2	2	274083-274171;274083-274167	
AT3G53570.Araport11.447	AT3G53570.Araport11.447:s:19863222-19863375	s|1e1.1o1|1e2.1o1	0.7650;0.2350	0.1204;0.1204	2	3	19863138-19863222;19862644-19863222	
AT2G36810.Araport11.447	AT2G36810.Araport11.447:s:15425990-15426097	s|1e1.1o1|1e2.1o1	0.9466;0.0534	0.0293;0.0293	2	3	15425918-15425990;15425898-15425990	
AT3G05345.Araport11.447	AT3G05345.Araport11.447:s:1522667-1522775	s|1e1.1o1|1e2.1o1	0.8997;0.1003	0.0372;0.0372	2	3	1522593-1522667;1522561-1522667	
AT3G53570.Araport11.447	AT3G53570.Araport11.447:t:19862553-19862644	t|1e1.1o1|1e2.1o1	0.2281;0.7719	0.1119;0.1119	2	3	19862644-19863222;19862644-19862863	
AT1G01770.Araport11.447	AT1G01770.Araport11.447:s:280657-280849	s|1e1.1o2|2e1.2o2	0.8076;0.1924	0.0861;0.0861	2	2	280737-280889;280849-280963	
AT4G16144.Araport11.447	AT4G16144.Araport11.447:s:9140879-9140959	s|1e1.1o1|2e1.1o1	0.8192;0.1808	0.0598;0.0598	2	2	9140793-9140884;9140793-9140879	
AT3G05350.Araport11.447	AT3G05350.Araport11.447:s:1529909-1530028	s|1e1.1o2|1e1.2o2	0.2337;0.7663	0.0581;0.0581	2	2	1529812-1529909;1529805-1529909	
AT5G45600.Araport11.447	AT5G45600.Araport11.447:s:na-18488163	s|1e1.1o2|1e1.2o2	0.9227;0.0773	0.0468;0.0468	2	2	18488163-18488292;18488163-18488295	
AT5G45610.Araport11.447	AT5G45610.Araport11.447:s:18498091-18498377	s|1e1.1o2|1e1.2o2	0.6565;0.3435	0.1247;0.1247	2	2	18498004-18498091;18497999-18498091	
AT4G34570.Araport11.447	AT4G34570.Araport11.447:s:16514250-na	s|1e1.1o1|1e2.1o1	0.7080;0.2920	0.1340;0.1340	2	3	16514147-16514250;16513877-16514250	
AT5G19210.Araport11.447	AT5G19210.Araport11.447:s:6461805-6461898	s|1e1.1o2|1e1.2o2	0.7992;0.2008	0.1032;0.1032	2	2	6461898-6461992;6461898-6461996	
AT4G16150.Araport11.447	AT4G16150.Araport11.447:s:9149629-9149746	s|1e1.1o2|1e1.2o2	0.9361;0.0639	0.0319;0.0319	2	2	9149746-9149869;9149746-9149878	
AT4G34570.Araport11.447	AT4G34570.Araport11.447:t:16513832-16513877	t|1e1.1o1|1e2.1o1	0.2543;0.7457	0.1196;0.1196	2	3	16513877-16514250;16513877-16514106	
AT3G53610.Araport11.447	AT3G53610.Araport11.447:s:19878390-na	s|1e1.1o2|1e1.2o2	0.0477;0.9523	0.0267;0.0267	2	2	19878302-19878390;19878266-19878390	
AT4G37520.Araport11.447	AT4G37520.Araport11.447:s:na-17631919	s|1e1.1o2|1e1.2o2	0.9804;0.0196	0.0115;0.0115	2	2	17631919-17632002;17631919-17632018	
AT5G19220.Araport11.447	AT5G19220.Araport11.447:s:6465604-6465659	s|1e1.1o2|1e1.2o2	0.9644;0.0356	0.0249;0.0249	2	2	6465501-6465604;6465490-6465604	
AT3G05380.Araport11.447	AT3G05380.Araport11.447:t:1540550-1540660	t|1e1.1o1|1e2.1o1	0.2027;0.7973	0.1193;0.1193	2	3	1539728-1540550;1539763-1540550	
AT4G16150.Araport11.447	AT4G16150.Araport11.447:s:9149869-9149997	s|1e1.1o2|1e1.2o2	0.9428;0.0572	0.0270;0.0270	2	2	9149997-9150086;9149997-9150089	
AT1G01790.Araport11.447	AT1G01790.Araport11.447:s:286452-286623	s|1e1.1o2|1e1.2o2	0.3998;0.6002	0.1439;0.1439	2	2	286623-286693;286623-286717	
AT5G19250.Araport11.447	AT5G19250.Araport11.447:s:na-6472064	s|1e1.1o1|1e2.1o1	0.9791;0.0209	0.0111;0.0111	2	3	6472064-6472300;6472064-6472324	
AT3G05380.Araport11.447	AT3G05380.Araport11.447:s:1541121-1541326	s|1e1.1o1|2e1.1o1	0.7754;0.2246	0.1050;0.1050	2	2	1541198-1541466;1541326-1541466	
AT1G01800.Araport11.447	AT1G01800.Araport11.447:s:294055-294120	s|1e1.1o2|1e1.2o2	0.0099;0.9901	0.0020;0.0020	2	2	294120-294205;294120-294210	
AT3G22480.Araport11.447	AT3G22480.Araport11.447:s:na-7968218	s|1e1.1o1|1e2.1o1	0.8414;0.1586	0.0380;0.0380	2	3	7968218-7969067;7968218-7969070	
AT4G34670.Araport11.447	AT4G34670.Araport11.447:s:16548998-16549103	s|1e1.1o2|1e1.2o2	0.0079;0.9921	0.0005;0.0005	2	2	16549103-16549189;16549103-16549341	
AT4G34700.Araport11.447	AT4G34700.Araport11.447:s:16558321-16558399	s|1e1.1o1|2e1.1o1	0.0201;0.9799	0.0128;0.0128	2	2	16558398-16558541;16558399-16558541	
AT1G01820.Araport11.447	AT1G01820.Araport11.447:s:296626-296700	s|1e1.1o2|1e1.2o2	0.0748;0.9252	0.0237;0.0237	2	2	296538-296626;296535-296626	
AT3G53630.Araport11.447	AT3G53630.Araport11.447:s:na-19884563	s|1e1.1o1|1e2.1o1	0.0293;0.9707	0.0192;0.0192	2	3	19884563-19885090;19884563-19885562	
AT4G34830.Araport11.447	AT4G34830.Araport11.447:s:16603455-16603583	s|1e1.1o2|1e1.2o2	0.1069;0.8931	0.0576;0.0576	2	2	16603288-16603455;16603285-16603455	
AT1G01830.Araport11.447	AT1G01830.Araport11.447:t:301488-301544	t|1e1.1o1|1e2.1o1	0.7592;0.2408	0.0892;0.0892	2	3	301544-302054;301544-302048	
AT5G45780.Araport11.447	AT5G45780.Araport11.447:s:18568769-18568840	s|1e1.1o1|2e1.1o1	0.3345;0.6655	0.1404;0.1404	2	2	18568669-18568782;18568669-18568769	
AT3G05410.Araport11.447	AT3G05410.Araport11.447:t:1555185-1555395	t|1e1.1o1|1e2.1o1	0.8068;0.1932	0.0632;0.0632	2	3	1555101-1555185;1555105-1555185	
AT4G37560.Araport11.447	AT4G37560.Araport11.447:t:17646789-17647026	t|1e2.1o1|2e1.1o1	0.8776;0.1224	0.0603;0.0603	2	3	17646707-17646789;17646705-17646798	
AT2G36850.Araport11.447	AT2G36850.Araport11.447:s:15460783-15460873	s|1e1.1o2|1e1.2o2	0.9469;0.0531	0.0374;0.0374	2	2	15460692-15460783;15460688-15460783	
AT4G34840.Araport11.447	AT4G34840.Araport11.447:s:16607156-16607230	s|1e1.1o2|1e1.2o2	0.2356;0.7644	0.1172;0.1172	2	2	16607230-16607333;16607230-16607348	
AT1G01920.Araport11.447	AT1G01920.Araport11.447:s:318565-318813	s|1e1.1o2|1e1.2o2	0.0779;0.9221	0.0564;0.0564	2	2	318813-318953;318813-318986	
AT5G19280.Araport11.447	AT5G19280.Araport11.447:s:6490103-6490303	s|1e1.1o2|1e1.2o2	0.1208;0.8792	0.0632;0.0632	2	2	6490303-6490401;6490303-6490409	
AT4G16180.Araport11.447	AT4G16180.Araport11.447:s:9168566-9168729	s|1e1.1o1|2e1.1o1	0.0619;0.9381	0.0283;0.0283	2	2	9168113-9168570;9168113-9168566	
AT4G34840.Araport11.447	AT4G34840.Araport11.447:s:16607333-16607470	s|1e1.1o1|2e1.1o1	0.7857;0.2143	0.1120;0.1120	2	2	16607440-16607551;16607470-16607551	
AT5G19280.Araport11.447	AT5G19280.Araport11.447:s:6491919-6492160	s|1e1.1o1|2e1.1o1	0.9357;0.0643	0.0366;0.0366	2	2	6492013-6492497;6492160-6492497	
AT3G53740.Araport11.447	AT3G53740.Araport11.447:s:19914946-na	s|1e1.1o2|1e1.2o2	0.9646;0.0354	0.0241;0.0241	2	2	19914816-19914946;19914813-19914946	
AT5G45800.Araport11.447	AT5G45800.Araport11.447:s:18577592-na	s|1e1.1o1|1e2.1o1	0.0313;0.9687	0.0179;0.0179	2	3	18576823-18577592;18576384-18577592	
AT5G19330.Araport11.447	AT5G19330.Araport11.447:s:6512449-na	s|1e1.1o2|1e1.2o2	0.2491;0.7509	0.0500;0.0500	2	2	6512366-6512449;6512363-6512449	
AT1G01950.Araport11.447	AT1G01950.Araport11.447:s:326594-326815	s|1e1.1o2|1e1.2o2	0.2333;0.7667	0.1532;0.1532	2	2	326815-326926;326815-326931	
AT2G36895.Araport11.447	AT2G36895.Araport11.447:s:15489806-15489906	s|1e1.1o2|1e1.2o2	0.7432;0.2568	0.0563;0.0563	2	2	15489730-15489806;15489727-15489806	
AT3G05420.Araport11.447	AT3G05420.Araport11.447:s:1563227-1563298	s|1e1.1o2|1e1.2o2	0.6241;0.3759	0.0642;0.0642	2	2	1563298-1563412;1563298-1563415	
AT1G01960.Araport11.447	AT1G01960.Araport11.447:s:335419-335773	s|1e1.1o1|1e2.1o1	0.9290;0.0710	0.0364;0.0364	2	3	335321-335419;335317-335419	
AT3G53890.Araport11.447	AT3G53890.Araport11.447:s:19956296-na	s|1e1.1o2|1e1.2o2	0.9597;0.0403	0.0213;0.0213	2	2	19956080-19956296;19956062-19956296	
AT5G45940.Araport11.447	AT5G45940.Araport11.447:s:18629961-18630080	s|1e1.1o1|1e2.1o1	0.6595;0.3405	0.0802;0.0802	2	3	18629871-18629961;18629866-18629961	
AT4G37680.Araport11.447	AT4G37680.Araport11.447:s:na-17700885	s|1e1.1o1|1e2.1o1	0.9090;0.0910	0.0310;0.0310	2	3	17700885-17700986;17700885-17701224	
AT2G20390.Araport11.447	AT2G20390.Araport11.447:s:8798093-na	s|1e1.1o2|1e1.2o2	0.0552;0.9448	0.0402;0.0402	2	2	8797808-8798093;8797773-8798093	
AT4G37680.Araport11.447	AT4G37680.Araport11.447:t:17701224-17701481	t|1e1.1o1|1e2.1o2|1e2.2o2	0.0800;0.8307;0.0842	0.0270;0.0411;0.0325	3	3	17700885-17701224;17701006-17701224;17701044-17701224	
AT4G35110.Araport11.447	AT4G35110.Araport11.447:t:16713864-16714009	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	0.2051;0.2082;0.1441;0.4523	0.0727;0.0667;0.0601;0.0898	4	5	16714009-16714883;16714009-16714303;16714009-16714203;16714009-16714135	
AT1G78800.Araport11.447	AT1G78800.Araport11.447:s:29626961-29627066	s|1e1.1o2|1e1.2o2	0.9132;0.0868	0.0358;0.0358	2	2	29626881-29626961;29626853-29626961	
AT1G78800.Araport11.447	AT1G78800.Araport11.447:s:29626729-29626881	s|1e1.1o2|1e1.2o2|2e1.2o2	0.0926;0.7683;0.1337	0.0427;0.0625;0.0543	3	2	29626622-29626734;29626619-29626734;29626619-29626729	
AT2G20390.Araport11.447	AT2G20390.Araport11.447:s:8796768-8796955	s|1e1.1o1|1e2.1o1	0.8711;0.1289	0.0392;0.0392	2	3	8796659-8796768;8796656-8796768	
AT2G36960.Araport11.447	AT2G36960.Araport11.447:s:15524827-15525106	s|1e1.1o2|1e1.2o2	0.2287;0.7713	0.0958;0.0958	2	2	15525106-15525312;15525106-15525315	
AT1G78810.Araport11.447	AT1G78810.Araport11.447:s:29628636-29628756	s|1e1.1o1|2e1.1o1	0.7412;0.2588	0.1246;0.1246	2	2	29628545-29628693;29628545-29628636	
AT5G46030.Araport11.447	AT5G46030.Araport11.447:s:na-18670239	s|1e1.1o1|1e2.1o1	0.0240;0.9760	0.0139;0.0139	2	3	18670239-18670337;18670239-18670520	
AT4G35140.Araport11.447	AT4G35140.Araport11.447:s:16724904-na	s|1e1.1o1|1e2.1o1	0.6365;0.3635	0.1068;0.1068	2	3	16724502-16724904;16724106-16724904	
AT1G02080.Araport11.447	AT1G02080.Araport11.447:s:379866-380003	s|1e1.1o2|1e1.2o2	0.1839;0.8161	0.0486;0.0486	2	2	380003-380086;380003-380089	
AT2G20400.Araport11.447	AT2G20400.Araport11.447:s:8800770-8800809	s|1e1.1o2|1e1.2o2	0.1092;0.8908	0.0540;0.0540	2	2	8800809-8801118;8800809-8801121	
AT1G02090.Araport11.447	AT1G02090.Araport11.447:s:388268-388406	s|1e1.1o2|1e1.2o2	0.5309;0.4691	0.0856;0.0856	2	2	387672-388268;387655-388268	
AT5G46030.Araport11.447	AT5G46030.Araport11.447:t:18670520-18670643	t|1e1.1o1|1e2.1o1	0.9745;0.0255	0.0139;0.0139	2	3	18670239-18670520;18670402-18670520	
AT3G05640.Araport11.447	AT3G05640.Araport11.447:t:1641979-1642265	t|1e1.1o1|1e2.1o1	0.4423;0.5577	0.0533;0.0533	2	3	1642265-1642890;1642265-1642849	
AT2G36990.Araport11.447	AT2G36990.Araport11.447:s:15539929-na	s|1e1.1o2|1e1.2o2	0.9303;0.0697	0.0333;0.0333	2	2	15539755-15539929;15539752-15539929	
AT1G02100.Araport11.447	AT1G02100.Araport11.447:s:390037-390250	s|1e1.1o2|1e1.2o2	0.0332;0.9668	0.0220;0.0220	2	2	390250-390319;390250-390352	
AT5G46110.Araport11.447	AT5G46110.Araport11.447:t:18697958-18698023	t|1e1.1o1|1e2.1o1	0.9825;0.0175	0.0066;0.0066	2	3	18697883-18697958;18697890-18697958	
AT5G19400.Araport11.447	AT5G19400.Araport11.447:s:na-6544285	s|1e1.1o2|1e1.2o2	0.1523;0.8477	0.0329;0.0329	2	2	6544285-6544362;6544285-6544381	
AT4G16360.Araport11.447	AT4G16360.Araport11.447:s:9245863-9246044	s|1e1.1o2|1e1.2o2	0.8668;0.1332	0.0425;0.0425	2	2	9246044-9246142;9246044-9246145	
AT5G19400.Araport11.447	AT5G19400.Araport11.447:s:6544362-6544496	s|1e1.1o1|1e2.1o1	0.9724;0.0276	0.0147;0.0147	2	3	6544496-6544595;6544496-6544601	
AT4G35240.Araport11.447	AT4G35240.Araport11.447:s:16762953-na	s|1e1.1o2|1e1.2o2	0.1483;0.8517	0.0614;0.0614	2	2	16762843-16762953;16762840-16762953	
AT1G02100.Araport11.447	AT1G02100.Araport11.447:s:390762-390864	s|1e1.1o2|1e1.2o2	0.7629;0.2371	0.0545;0.0545	2	2	390864-391003;390864-391026	
AT4G35300.Araport11.447	AT4G35300.Araport11.447:t:16798993-16799167	t|1e1.1o1|1e2.1o1|1e3.1o1	0.2766;0.3541;0.3168	0.1153;0.1225;0.1252	3	4	16799167-16799614;16799167-16799456;16799167-16799425	
AT3G53920.Araport11.447	AT3G53920.Araport11.447:s:19962500-na	s|1e1.1o2|1e1.2o2	0.8875;0.1125	0.0385;0.0385	2	2	19962411-19962500;19962407-19962500	
AT4G16360.Araport11.447	AT4G16360.Araport11.447:s:9246142-9246304	s|1e1.1o1|1e2.1o1	0.1106;0.8894	0.0437;0.0437	2	3	9246304-9246390;9246304-9246507	
AT4G35310.Araport11.447	AT4G35310.Araport11.447:s:na-16802122	s|1e1.1o1|1e2.1o1	0.7507;0.2493	0.0329;0.0329	2	3	16802122-16802347;16802122-16802365	
AT3G53930.Araport11.447	AT3G53930.Araport11.447:s:19968798-19969168	s|1e1.1o2|1e1.2o2	0.1596;0.8404	0.0858;0.0858	2	2	19969168-19969265;19969168-19969268	
AT5G46160.Araport11.447	AT5G46160.Araport11.447:s:18711942-18712027	s|1e1.1o1|1e2.1o1	0.8970;0.1030	0.0392;0.0392	2	3	18711857-18711942;18711854-18711942	
AT4G35310.Araport11.447	AT4G35310.Araport11.447:t:16802347-na	t|1e1.1o1|1e2.1o1	0.0181;0.9819	0.0109;0.0109	2	3	16801831-16802347;16802122-16802347	
AT4G16380.Araport11.447	AT4G16380.Araport11.447:s:9255107-9255188	s|1e1.1o1|1e2.1o1	0.1555;0.8445	0.0262;0.0262	2	3	9255188-9255295;9255188-9255297	
AT1G02100.Araport11.447	AT1G02100.Araport11.447:s:392021-392170	s|1e1.1o1|2e1.1o1	0.8495;0.1505	0.0347;0.0347	2	2	392072-392262;392170-392262	
AT1G02120.Araport11.447	AT1G02120.Araport11.447:s:396793-396863	s|1e1.1o2|1e1.2o2	0.9631;0.0369	0.0166;0.0166	2	2	396863-396941;396863-396965	
AT5G46190.Araport11.447	AT5G46190.Araport11.447:t:na-18725862	t|1e1.1o1|1e2.1o1	0.5271;0.4729	0.1166;0.1166	2	3	18725862-18726069;18725862-18726065	
AT1G02120.Araport11.447	AT1G02120.Araport11.447:s:398614-398713	s|1e1.1o1|1e2.1o2	0.9471;0.0529	0.0205;0.0205	2	3	398713-398905;398713-399011	
AT1G17470.Araport11.447	AT1G17470.Araport11.447:t:6003416-6003511	t|1e1.1o1|1e2.1o1|2e1.1o1	0.9385;0.0256;0.0372	0.0280;0.0180;0.0228	3	3	6003008-6003416;6003164-6003416;6003008-6003420	
AT4G35335.Araport11.447	AT4G35335.Araport11.447:s:16807532-16807601	s|1e1.1o2|1e1.2o2	0.8593;0.1407	0.0637;0.0637	2	2	16807601-16807673;16807601-16807681	
AT1G02120.Araport11.447	AT1G02120.Araport11.447:t:399011-399110	t|1e1.1o1|2e2.1o1	0.0521;0.9479	0.0217;0.0217	2	3	398713-399011;398966-399068	
AT4G16420.Araport11.447	AT4G16420.Araport11.447:s:9264389-9264464	s|1e1.1o2|1e1.2o2	0.6769;0.3231	0.0570;0.0570	2	2	9264299-9264389;9264296-9264389	
AT5G19450.Araport11.447	AT5G19450.Araport11.447:s:6561809-na	s|1e1.1o1|1e2.1o1	0.9429;0.0571	0.0235;0.0235	2	3	6561494-6561809;6561484-6561809	
AT4G35335.Araport11.447	AT4G35335.Araport11.447:s:16808564-16808635	s|1e1.1o2|1e1.2o2	0.1045;0.8955	0.0633;0.0633	2	2	16808635-16808753;16808635-16808805	
AT5G19460.Araport11.447	AT5G19460.Araport11.447:s:6563728-6563917	s|1e1.1o2|1e1.2o2	0.9515;0.0485	0.0290;0.0290	2	2	6563917-6563998;6563917-6564047	
AT4G16420.Araport11.447	AT4G16420.Araport11.447:s:9264153-9264172	s|1e1.1o2|1e1.2o2	0.7619;0.2381	0.0562;0.0562	2	2	9263901-9264153;9263889-9264153	
AT3G05710.Araport11.447	AT3G05710.Araport11.447:s:na-1685485	s|1e1.1o2|1e1.2o2	0.2129;0.7871	0.0505;0.0505	2	2	1685485-1685800;1685485-1685803	
AT5G19460.Araport11.447	AT5G19460.Araport11.447:s:6564214-6564339	s|1e1.1o2|1e1.2o2	0.1621;0.8379	0.0646;0.0646	2	2	6564339-6564413;6564339-6564494	
AT1G20620.Araport11.447	AT1G20620.Araport11.447:t:7144207-7144303	t|1e1.1o1|1e2.1o1	0.9984;0.0016	0.0000;0.0000	2	3	7143156-7144207;7144105-7144207	
AT1G02145.Araport11.447	AT1G02145.Araport11.447:s:406247-406310	s|1e1.1o2|1e1.2o2	0.1506;0.8494	0.0712;0.0712	2	2	406310-406410;406310-406415	
AT1G20620.Araport11.447	AT1G20620.Araport11.447:s:7145691-7145780	s|1e1.1o2|2e1.1o2|3e1.2o2	0.0006;0.0010;0.9984	0.0000;0.0000;0.0000	3	2	7145777-7145878;7145779-7145878;7145780-7145880	
